YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_DEP_IFR_2,DLY_ATC_PRE_2,FLT_DEP_3,DLY_ATC_PRE_3
2025,01,JAN,2025-01-01,BIKF,Keflavik,Iceland,68,68,0,14,3
2025,01,JAN,2025-01-01,EBAW,Antwerp,Belgium,4,,,1,0
2025,01,JAN,2025-01-01,EBBR,Brussels,Belgium,216,216,154,154,104
2025,01,JAN,2025-01-01,EBCI,Brussels - Charleroi,Belgium,94,94,0,87,58
2025,01,JAN,2025-01-01,EBLG,Liège,Belgium,17,,,1,0
2025,01,JAN,2025-01-01,EBOS,Ostend-Bruges,Belgium,4,,,1,0
2025,01,JAN,2025-01-01,EDDB,Berlin - Brandenburg,Germany,211,211,92,160,35
2025,01,JAN,2025-01-01,EDDC,Dresden,Germany,6,,,3,0
2025,01,JAN,2025-01-01,EDDE,Erfurt,Germany,1,1,0,,
2025,01,JAN,2025-01-01,EDDF,Frankfurt,Germany,434,434,65,290,83
2025,01,JAN,2025-01-01,EDDG,Muenster-Osnabrueck,Germany,7,,,3,0
2025,01,JAN,2025-01-01,EDDH,Hamburg,Germany,106,106,26,87,14
2025,01,JAN,2025-01-01,EDDK,Cologne-Bonn,Germany,73,,,49,29
2025,01,JAN,2025-01-01,EDDL,Dusseldorf,Germany,124,124,23,96,65
2025,01,JAN,2025-01-01,EDDM,Munich,Germany,312,311,2,229,66
2025,01,JAN,2025-01-01,EDDN,Nuremberg,Germany,30,30,0,21,0
2025,01,JAN,2025-01-01,EDDP,Leipzig-Halle,Germany,40,39,0,6,0
2025,01,JAN,2025-01-01,EDDR,Saarbruecken,Germany,3,3,0,1,0
2025,01,JAN,2025-01-01,EDDS,Stuttgart,Germany,66,68,0,53,0
2025,01,JAN,2025-01-01,EDDV,Hanover,Germany,37,,,24,0
2025,01,JAN,2025-01-01,EDDW,Bremen,Germany,18,20,0,12,0
2025,01,JAN,2025-01-01,EETN,Tallinn,Estonia,32,31,0,26,0
2025,01,JAN,2025-01-01,EETU,Tartu,Estonia,1,,,1,0
2025,01,JAN,2025-01-01,EFHK,Helsinki - Vantaa,Finland,161,161,61,153,58
2025,01,JAN,2025-01-01,EGAA,Belfast - Aldergrove,United Kingdom,63,,,45,11
2025,01,JAN,2025-01-01,EGAC,Belfast - City Airport,United Kingdom,35,,,9,1
2025,01,JAN,2025-01-01,EGAE,Londonderry - Eglinton,United Kingdom,1,,,,
2025,01,JAN,2025-01-01,EGBB,Birmingham,United Kingdom,84,84,17,64,44
2025,01,JAN,2025-01-01,EGCC,Manchester,United Kingdom,205,,,144,129
2025,01,JAN,2025-01-01,EGGD,Bristol,United Kingdom,73,73,23,63,21
2025,01,JAN,2025-01-01,EGGW,London - Luton,United Kingdom,135,135,48,109,61
2025,01,JAN,2025-01-01,EGHI,Southampton,United Kingdom,10,,,2,0
2025,01,JAN,2025-01-01,EGKB,Biggin Hill,United Kingdom,19,,,,
2025,01,JAN,2025-01-01,EGKK,London - Gatwick,United Kingdom,315,,,257,1429
