YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_DEP_IFR_2,DLY_ATC_PRE_2,FLT_DEP_3,DLY_ATC_PRE_3
2019,01,JAN,2019-01-01,EBAW,Antwerp,Belgium,7,,,3,0
2019,01,JAN,2019-01-01,EBBR,Brussels,Belgium,214,214,95,172,66
2019,01,JAN,2019-01-01,EBCI,Charleroi,Belgium,53,53,0,50,12
2019,01,JAN,2019-01-01,EBLG,Liège,Belgium,14,,,6,0
2019,01,JAN,2019-01-01,EBOS,Ostend-Bruges,Belgium,7,,,2,0
2019,01,JAN,2019-01-01,EDDB,Berlin - Brandenburg,Germany,106,,,85,3
2019,01,JAN,2019-01-01,EDDC,Dresden,Germany,16,16,0,15,0
2019,01,JAN,2019-01-01,EDDF,Frankfurt,Germany,473,473,60,386,54
2019,01,JAN,2019-01-01,EDDG,Muenster-Osnabrueck,Germany,5,,,5,0
2019,01,JAN,2019-01-01,EDDH,Hamburg,Germany,140,140,56,127,51
2019,01,JAN,2019-01-01,EDDK,Cologne-Bonn,Germany,97,,,80,0
2019,01,JAN,2019-01-01,EDDL,Dusseldorf,Germany,220,219,45,182,43
2019,01,JAN,2019-01-01,EDDM,Munich,Germany,357,357,3,305,8
2019,01,JAN,2019-01-01,EDDN,Nuremberg,Germany,38,38,4,36,15
2019,01,JAN,2019-01-01,EDDP,Leipzig-Halle,Germany,36,37,0,13,0
2019,01,JAN,2019-01-01,EDDR,Saarbruecken,Germany,4,4,0,4,0
2019,01,JAN,2019-01-01,EDDS,Stuttgart,Germany,99,100,0,84,12
2019,01,JAN,2019-01-01,EDDT,Berlin - Tegel,Germany,225,,,209,178
2019,01,JAN,2019-01-01,EDDV,Hanover,Germany,43,43,11,38,9
2019,01,JAN,2019-01-01,EDDW,Bremen,Germany,18,18,0,17,0
2019,01,JAN,2019-01-01,EETN,Tallinn,Estonia,45,45,0,32,0
2019,01,JAN,2019-01-01,EETU,Tartu,Estonia,0,,,,
2019,01,JAN,2019-01-01,EFHK,Helsinki - Vantaa,Finland,212,220,0,199,0
2019,01,JAN,2019-01-01,EGAA,Belfast - Aldergrove,United Kingdom,49,,,46,8
2019,01,JAN,2019-01-01,EGAC,Belfast - City Airport,United Kingdom,37,,,37,0
2019,01,JAN,2019-01-01,EGAE,Londonderry - Eglinton,United Kingdom,2,,,2,0
2019,01,JAN,2019-01-01,EGBB,Birmingham,United Kingdom,103,103,23,89,6
2019,01,JAN,2019-01-01,EGCC,Manchester,United Kingdom,181,177,39,154,36
2019,01,JAN,2019-01-01,EGGD,Bristol,United Kingdom,76,,,70,30
2019,01,JAN,2019-01-01,EGGW,London - Luton,United Kingdom,150,150,47,133,54
2019,01,JAN,2019-01-01,EGHI,Southampton,United Kingdom,25,,,24,0
2019,01,JAN,2019-01-01,EGKB,Biggin Hill,United Kingdom,10,,,,
2019,01,JAN,2019-01-01,EGKK,London - Gatwick,United Kingdom,344,344,167,307,161
2019,01,JAN,2019-01-01,EGLC,London - City,United Kingdom,58,58,16,56,0
2019,01,JAN,2019-01-01,EGLF,Farnborough,United Kingdom,8,,,,
2019,01,JAN,2019-01-01,EGLL,London - Heathrow,United Kingdom,608,,,487,210
2019,01,JAN,2019-01-01,EGNT,Newcastle,United Kingdom,34,,,29,0
2019,01,JAN,2019-01-01,EGNX,East Midlands,United Kingdom,34,,,29,0
2019,01,JAN,2019-01-01,EGPD,Aberdeen,United Kingdom,25,25,0,17,2
2019,01,JAN,2019-01-01,EGPF,Glasgow,United Kingdom,74,76,9,63,0
2019,01,JAN,2019-01-01,EGPH,Edinburgh,United Kingdom,114,,,104,39
2019,01,JAN,2019-01-01,EGSS,London - Stansted,United Kingdom,184,184,184,167,192
2019,01,JAN,2019-01-01,EHAM,Amsterdam - Schiphol,Netherlands,594,,,482,728
2019,01,JAN,2019-01-01,EHBK,Maastricht-Aachen,Netherlands,5,,,,
2019,01,JAN,2019-01-01,EHGG,Groningen,Netherlands,1,,,,
2019,01,JAN,2019-01-01,EHRD,Rotterdam,Netherlands,14,,,,
2019,01,JAN,2019-01-01,EICK,Cork,Ireland,26,,,16,0
2019,01,JAN,2019-01-01,EIDL,Donegal,Ireland,2,,,,
2019,01,JAN,2019-01-01,EIDW,Dublin,Ireland,244,244,97,205,93
2019,01,JAN,2019-01-01,EIKN,Connaught,Ireland,5,,,5,0
2019,01,JAN,2019-01-01,EIKY,Kerry - Farranfore,Ireland,4,,,2,0
2019,01,JAN,2019-01-01,EINN,Shannon,Ireland,19,,,10,0
2019,01,JAN,2019-01-01,EKCH,Copenhagen - Kastrup,Denmark,244,244,29,209,37
2019,01,JAN,2019-01-01,ELLX,Luxembourg,Luxembourg,59,59,0,50,0
2019,01,JAN,2019-01-01,ENAL,Alesund,Norway,8,8,0,7,0
2019,01,JAN,2019-01-01,ENAN,Andenes,Norway,5,5,0,1,0
2019,01,JAN,2019-01-01,ENAT,Alta,Norway,8,7,0,2,0
2019,01,JAN,2019-01-01,ENBL,Forde Bringeland,Norway,6,6,0,,
2019,01,JAN,2019-01-01,ENBN,Bronnoysund Bronnoy,Norway,7,5,0,,
2019,01,JAN,2019-01-01,ENBO,Bodø,Norway,42,38,2,12,2
2019,01,JAN,2019-01-01,ENBR,Bergen,Norway,61,60,0,41,0
2019,01,JAN,2019-01-01,ENBS,Batsfjord,Norway,3,2,0,,
2019,01,JAN,2019-01-01,ENBV,Berlevåg,Norway,2,1,0,,
2019,01,JAN,2019-01-01,ENCN,Kristiansand Kjevik,Norway,12,12,0,6,0
2019,01,JAN,2019-01-01,ENDU,Bardufoss,Norway,1,1,0,1,0
2019,01,JAN,2019-01-01,ENEV,Harstad - Narvik Evenes,Norway,9,9,0,4,0
2019,01,JAN,2019-01-01,ENFL,Florø,Norway,0,,,,
2019,01,JAN,2019-01-01,ENGM,Oslo - Gardermoen,Norway,293,293,32,257,32
2019,01,JAN,2019-01-01,ENHD,Haugesund,Norway,5,5,0,4,0
2019,01,JAN,2019-01-01,ENHF,Hammerfest,Norway,8,8,0,,
2019,01,JAN,2019-01-01,ENHV,Honningsvåg Valan,Norway,3,3,0,,
2019,01,JAN,2019-01-01,ENKB,Kristiansund Kvernberget,Norway,2,2,0,1,0
2019,01,JAN,2019-01-01,ENKR,Kirkenes Høybuktmoen,Norway,12,7,0,3,0
2019,01,JAN,2019-01-01,ENLK,Leknes,Norway,7,7,0,,
2019,01,JAN,2019-01-01,ENMH,Mehamn,Norway,3,3,0,,
2019,01,JAN,2019-01-01,ENML,Molde Årø,Norway,1,1,0,,
2019,01,JAN,2019-01-01,ENMS,Mosjøen Kjærstad,Norway,4,3,0,,
2019,01,JAN,2019-01-01,ENNA,Lakselv Banak,Norway,3,3,0,1,0
2019,01,JAN,2019-01-01,ENNM,Namsos Høknesøra,Norway,2,2,0,,
2019,01,JAN,2019-01-01,ENOV,Orsta¿Volda Hovden,Norway,1,1,0,,
2019,01,JAN,2019-01-01,ENRA,Mo i Rana Røssvoll,Norway,5,5,0,,
2019,01,JAN,2019-01-01,ENRM,Rorvik Ryum,Norway,1,1,0,,
2019,01,JAN,2019-01-01,ENRO,Roros,Norway,1,1,0,,
2019,01,JAN,2019-01-01,ENRS,Rost,Norway,1,1,0,,
2019,01,JAN,2019-01-01,ENSB,Svalbard Longyear,Norway,1,1,0,1,0
2019,01,JAN,2019-01-01,ENSG,Sogndal Haukåsen,Norway,4,4,0,,
2019,01,JAN,2019-01-01,ENSH,Svolvær Helle,Norway,5,5,0,,
2019,01,JAN,2019-01-01,ENSK,Stokmarknes Skagen,Norway,6,5,0,,
2019,01,JAN,2019-01-01,ENSR,Sorkjosen,Norway,1,1,0,,
2019,01,JAN,2019-01-01,ENSS,Vardø Svartnes,Norway,3,2,0,,
