YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,ENTITY_NAME,ENTITY_TYPE,FLT_ERT_1,DLY_ERT_1,DLY_ERT_A_1,DLY_ERT_C_1,DLY_ERT_D_1,DLY_ERT_E_1,DLY_ERT_G_1,DLY_ERT_I_1,DLY_ERT_M_1,DLY_ERT_N_1,DLY_ERT_O_1,DLY_ERT_P_1,DLY_ERT_R_1,DLY_ERT_S_1,DLY_ERT_T_1,DLY_ERT_V_1,DLY_ERT_W_1,DLY_ERT_NA_1,FLT_ERT_1_DLY,FLT_ERT_1_DLY_15
2020,1,JAN,2020-01-01T00:00:00Z,Albania,COUNTRY (FIR),383,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,Armenia,COUNTRY (FIR),186,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,Austria,COUNTRY (FIR),2413,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,Baltic FAB,FAB (FIR),2154,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,Belgium,COUNTRY (FIR),2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1,JAN,2020-01-01T00:00:00Z,BLUE MED FAB,FAB (FIR),4959,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,Bosnia and Herzegovina,COUNTRY (FIR),701,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,Bulgaria,COUNTRY (FIR),1705,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,Croatia,COUNTRY (FIR),1150,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,Cyprus,COUNTRY (FIR),923,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,Czech Republic,COUNTRY (FIR),1643,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,DANUBE FAB,FAB (FIR),1988,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,Denmark,COUNTRY (FIR),1299,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,DK-SE FAB,FAB (FIR),2027,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,Estonia,COUNTRY (FIR),480,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,FAB CE,FAB (FIR),4318,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,FAB CE (SES RP1),FAB (FIR),3860,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,FAB CE (SES RP2),FAB (FIR),4304,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,FABEC,FAB (FIR),11290,991,0,13,0,0,0,0,0,0,0,0,0,978,0,0,0,0,124,16
2020,1,JAN,2020-01-01T00:00:00Z,Finland,COUNTRY (FIR),578,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,France,COUNTRY (FIR),6229,708,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,74,14
2020,1,JAN,2020-01-01T00:00:00Z,Georgia,COUNTRY (FIR),287,,,,,,,,,,,,,,,,,,,
2020,1,JAN,2020-01-01T00:00:00Z,Germany,COUNTRY (FIR),5907,283,0,13,0,0,0,0,0,0,0,0,0,270,0,0,0,0,50,2
