YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,ENTITY_NAME,ENTITY_TYPE,FLT_ERT_1,DLY_ERT_1,DLY_ERT_A_1,DLY_ERT_C_1,DLY_ERT_D_1,DLY_ERT_E_1,DLY_ERT_G_1,DLY_ERT_I_1,DLY_ERT_M_1,DLY_ERT_N_1,DLY_ERT_O_1,DLY_ERT_P_1,DLY_ERT_R_1,DLY_ERT_S_1,DLY_ERT_T_1,DLY_ERT_V_1,DLY_ERT_W_1,DLY_ERT_NA_1,FLT_ERT_1_DLY,FLT_ERT_1_DLY_15
2021,1,JAN,2021-01-01T00:00:00Z,Albania,COUNTRY (FIR),146,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Armenia,COUNTRY (FIR),29,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Austria,COUNTRY (FIR),635,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Baltic FAB,FAB (FIR),576,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Belgium,COUNTRY (FIR),695,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,BLUE MED FAB,FAB (FIR),1140,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Bosnia and Herzegovina,COUNTRY (FIR),243,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Bulgaria,COUNTRY (FIR),649,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Croatia,COUNTRY (FIR),353,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Cyprus,COUNTRY (FIR),257,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Czech Republic,COUNTRY (FIR),372,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,DANUBE FAB,FAB (FIR),684,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Denmark,COUNTRY (FIR),284,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,DK-SE FAB,FAB (FIR),474,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Estonia,COUNTRY (FIR),128,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,FAB CE,FAB (FIR),1073,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,FAB CE (SES RP1),FAB (FIR),934,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,FAB CE (SES RP2),FAB (FIR),1066,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,FABEC,FAB (FIR),3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,JAN,2021-01-01T00:00:00Z,Finland,COUNTRY (FIR),146,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,France,COUNTRY (FIR),1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,JAN,2021-01-01T00:00:00Z,Georgia,COUNTRY (FIR),91,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Germany,COUNTRY (FIR),1505,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Greece,COUNTRY (FIR),428,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Hungary,COUNTRY (FIR),514,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Ireland,COUNTRY (FIR),350,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Italy,COUNTRY (FIR),735,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Latvia,COUNTRY (FIR),166,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Lithuania,COUNTRY (FIR),226,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Malta,COUNTRY (FIR),84,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Moldova,COUNTRY (FIR),17,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,NEFAB,FAB (FIR),846,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Netherlands,COUNTRY (FIR),837,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,North Macedonia,COUNTRY (FIR),94,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Norway,COUNTRY (FIR),579,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Poland,COUNTRY (FIR),482,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Portugal,COUNTRY (FIR),703,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Portugal Continental,COUNTRY (FIR),563,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Portugal Santa Maria,COUNTRY (FIR),224,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Romania,COUNTRY (FIR),459,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Serbia and Montenegro,COUNTRY (FIR),464,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,SES Area (RP2),AREA (FIR),5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,JAN,2021-01-01T00:00:00Z,Slovakia,COUNTRY (FIR),243,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Slovenia,COUNTRY (FIR),206,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Spain,COUNTRY (FIR),1415,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Spain Canarias,COUNTRY (FIR),335,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,Spain Continental,COUNTRY (FIR),1265,,,,,,,,,,,,,,,,,,,
2021,1,JAN,2021-01-01T00:00:00Z,SW FAB,FAB (FIR),1502,,,,,,,,,,,,,,,,,,,
