YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_ARR_1,FLT_TOT_1,FLT_DEP_IFR_2,FLT_ARR_IFR_2,FLT_TOT_IFR_2
2020,01,JAN,2020-01-01,LFCR,Rodez-Marcillac,France,1,1,2,,,
2020,01,JAN,2020-01-01,LFJL,Metz-Nancy-Lorraine,France,3,5,8,,,
2020,01,JAN,2020-01-01,LFKB,Bastia-Poretta,France,12,12,24,,,
2020,01,JAN,2020-01-01,LFKC,Calvi-Sainte-Catherine,France,4,4,8,,,
2020,01,JAN,2020-01-01,LFKF,Figari-Sud Corse,France,5,5,10,,,
2020,01,JAN,2020-01-01,LFKJ,Ajaccio-Napoléon-Bonaparte,France,10,10,20,,,
2020,01,JAN,2020-01-01,LFLB,Chambéry-Aix-les-Bains,France,6,10,16,,,
2020,01,JAN,2020-01-01,LFLC,Clermont-Ferrand-Auvergne,France,7,8,15,,,
2020,01,JAN,2020-01-01,LFLI,Annemasse,France,1,0,1,,,
2020,01,JAN,2020-01-01,LFLL,Lyon-Saint-Exupéry,France,103,106,209,103,105,208
2020,01,JAN,2020-01-01,LFLP,Annecy-Meythet,France,3,1,4,,,
2020,01,JAN,2020-01-01,LFLS,Grenoble-Isère,France,4,4,8,,,
2020,01,JAN,2020-01-01,LFLY,Lyon-Bron,France,3,2,5,,,
2020,01,JAN,2020-01-01,LFMD,Cannes-Mandelieu,France,3,5,8,,,
2020,01,JAN,2020-01-01,LFMK,Carcassonne-Salvaza,France,3,3,6,,,
2020,01,JAN,2020-01-01,LFML,Marseille-Provence,France,92,93,185,94,97,191
2020,01,JAN,2020-01-01,LFMN,Nice-Côte d’Azur,France,134,129,263,134,128,262
2020,01,JAN,2020-01-01,LFMP,Perpignan-Rivesaltes,France,4,5,9,,,
2020,01,JAN,2020-01-01,LFMT,Montpellier-Méditerranée,France,22,21,43,,,
2020,01,JAN,2020-01-01,LFMU,Béziers-Vias,France,3,3,6,,,
2020,01,JAN,2020-01-01,LFOB,Beauvais-Tillé,France,35,35,70,,,
2020,01,JAN,2020-01-01,LFOH,Le Havre-Octeville,France,1,0,1,,,
2020,01,JAN,2020-01-01,LFOK,Châlons-Vatry,France,2,2,4,,,
2020,01,JAN,2020-01-01,LFOT,Tours-Val de Loire,France,2,2,4,,,
2020,01,JAN,2020-01-01,LFPB,Paris-Le Bourget,France,21,23,44,,,
2020,01,JAN,2020-01-01,LFPG,Paris-Charles-de-Gaulle,France,576,560,1136,577,560,1137
2020,01,JAN,2020-01-01,LFPN,Toussus-le-Noble,France,1,1,2,,,
2020,01,JAN,2020-01-01,LFPO,Paris-Orly,France,254,240,494,254,243,497
2020,01,JAN,2020-01-01,LFQQ,Lille-Lesquin,France,21,20,41,,,
2020,01,JAN,2020-01-01,LFRB,Brest-Bretagne,France,12,12,24,,,
2020,01,JAN,2020-01-01,LFRD,Dinard-Pleurtuit-Saint-Malo,France,1,0,1,,,
2020,01,JAN,2020-01-01,LFRG,Deauville-Normandie,France,0,1,1,,,
2020,01,JAN,2020-01-01,LFRH,Lorient-Lann Bihoué,France,4,4,8,,,
2020,01,JAN,2020-01-01,LFRK,Caen-Carpiquet,France,1,0,1,,,
2020,01,JAN,2020-01-01,LFRN,Rennes-Saint-Jacques,France,12,13,25,,,
2020,01,JAN,2020-01-01,LFRQ,Quimper-Pluguffan,France,1,2,3,,,
2020,01,JAN,2020-01-01,LFRS,Nantes-Atlantique,France,59,62,121,,,
2020,01,JAN,2020-01-01,LFRZ,Saint-Nazaire-Montoir,France,0,2,2,,,
2020,01,JAN,2020-01-01,LFSB,Bâle-Mulhouse,France,83,86,169,163,84,247
2020,01,JAN,2020-01-01,LFST,Strasbourg-Entzheim,France,16,15,31,,,
2020,01,JAN,2020-01-01,LFTH,Hyères-Le Palyvestre,France,6,6,12,,,
2020,01,JAN,2020-01-01,LFTW,Nîmes-Garons,France,1,1,2,,,
2020,01,JAN,2020-01-01,UGTB,Tbilisi,Georgia,23,24,47,,,
2020,01,JAN,2020-01-01,EDDB,Berlin - Brandenburg,Germany,95,95,190,96,95,191
2020,01,JAN,2020-01-01,EDDC,Dresden,Germany,13,12,25,13,12,25
2020,01,JAN,2020-01-01,EDDF,Frankfurt,Germany,423,355,778,423,355,778
2020,01,JAN,2020-01-01,EDDG,Muenster-Osnabrueck,Germany,5,5,10,5,5,10
2020,01,JAN,2020-01-01,EDDH,Hamburg,Germany,110,116,226,110,116,226
2020,01,JAN,2020-01-01,EDDK,Cologne-Bonn,Germany,90,89,179,89,91,180
2020,01,JAN,2020-01-01,EDDL,Dusseldorf,Germany,188,190,378,190,190,380
2020,01,JAN,2020-01-01,EDDM,Munich,Germany,328,292,620,328,292,620
2020,01,JAN,2020-01-01,EDDN,Nuremberg,Germany,39,43,82,39,43,82
2020,01,JAN,2020-01-01,EDDP,Leipzig-Halle,Germany,29,38,67,29,38,67
2020,01,JAN,2020-01-01,EDDR,Saarbruecken,Germany,3,4,7,3,4,7
2020,01,JAN,2020-01-01,EDDS,Stuttgart,Germany,87,90,177,87,89,176
2020,01,JAN,2020-01-01,EDDT,Berlin - Tegel,Germany,183,188,371,183,187,370
2020,01,JAN,2020-01-01,EDDV,Hanover,Germany,40,45,85,40,45,85
2020,01,JAN,2020-01-01,EDDW,Bremen,Germany,20,21,41,20,21,41
2020,01,JAN,2020-01-01,LGAV,Athens,Greece,213,206,419,212,206,418
2020,01,JAN,2020-01-01,LGIR,Heraklion,Greece,15,15,30,,,
2020,01,JAN,2020-01-01,LGKF,Kefallinia,Greece,2,2,4,,,
2020,01,JAN,2020-01-01,LGKO,Kos,Greece,5,5,10,,,
2020,01,JAN,2020-01-01,LGKR,Corfu,Greece,8,7,15,,,
2020,01,JAN,2020-01-01,LGMK,Mikonos,Greece,4,4,8,,,
2020,01,JAN,2020-01-01,LGRP,Rodos,Greece,7,6,13,,,
2020,01,JAN,2020-01-01,LGSA,Khania - Souda,Greece,10,13,23,,,
2020,01,JAN,2020-01-01,LGSR,Santorini,Greece,5,6,11,,,
2020,01,JAN,2020-01-01,LGTS,Thessaloniki,Greece,39,39,78,,,
2020,01,JAN,2020-01-01,LGZA,Zakinthos,Greece,1,1,2,,,
2020,01,JAN,2020-01-01,LHBP,Budapest - Ferihegy,Hungary,144,141,285,144,142,286
2020,01,JAN,2020-01-01,EICK,Cork,Ireland,27,26,53,23,24,47
2020,01,JAN,2020-01-01,EIDL,Donegal,Ireland,1,2,3,,,
2020,01,JAN,2020-01-01,EIDW,Dublin,Ireland,254,253,507,254,253,507
2020,01,JAN,2020-01-01,EIKN,Connaught,Ireland,8,7,15,,,
2020,01,JAN,2020-01-01,EIKY,Kerry - Farranfore,Ireland,2,3,5,,,
2020,01,JAN,2020-01-01,EINN,Shannon,Ireland,13,14,27,,,
2020,01,JAN,2020-01-01,LLBG,Ben Gurion International,Israel,204,192,396,,,
2020,01,JAN,2020-01-01,LIBR,Brindisi,Italy,17,20,37,,,
2020,01,JAN,2020-01-01,LICC,Catania,Italy,78,79,157,78,79,157
2020,01,JAN,2020-01-01,LIMC,Milan - Malpensa,Italy,234,240,474,234,240,474
2020,01,JAN,2020-01-01,LIME,Bergamo,Italy,106,107,213,106,107,213
2020,01,JAN,2020-01-01,LIMF,Torino Caselle,Italy,39,44,83,40,44,84
2020,01,JAN,2020-01-01,LIML,Milan - Linate,Italy,124,120,244,126,120,246
2020,01,JAN,2020-01-01,LIPE,Bologna,Italy,76,77,153,74,76,150
2020,01,JAN,2020-01-01,LIPH,Treviso,Italy,24,23,47,,,
2020,01,JAN,2020-01-01,LIPZ,Venice,Italy,90,96,186,90,96,186
2020,01,JAN,2020-01-01,LIRA,Rome - Ciampino,Italy,44,45,89,44,46,90
2020,01,JAN,2020-01-01,LIRF,Rome - Fiumicino,Italy,354,336,690,354,335,689
2020,01,JAN,2020-01-01,LIRN,Naples,Italy,72,75,147,69,72,141
2020,01,JAN,2020-01-01,LIRP,Pisa San Giusto,Italy,38,39,77,,,
2020,01,JAN,2020-01-01,EVLA,Liepaja,Latvia,0,1,1,,,
2020,01,JAN,2020-01-01,EVRA,Riga,Latvia,102,100,202,102,97,199
2020,01,JAN,2020-01-01,EYKA,Kaunas,Lithuania,6,8,14,,,
2020,01,JAN,2020-01-01,EYPA,Palanga,Lithuania,4,5,9,,,
2020,01,JAN,2020-01-01,EYSA,Siauliai,Lithuania,1,1,2,,,
2020,01,JAN,2020-01-01,EYVI,Vilnius,Lithuania,50,49,99,50,49,99
2020,01,JAN,2020-01-01,ELLX,Luxembourg,Luxembourg,65,62,127,65,62,127
2020,01,JAN,2020-01-01,LMML,Malta,Malta,56,53,109,56,53,109
2020,01,JAN,2020-01-01,LUKK,Chișinău,Moldova,20,20,40,,,
2020,01,JAN,2020-01-01,LYPG,Podgorica,Montenegro,9,9,18,,,
2020,01,JAN,2020-01-01,GMAD,Al Massira,Morocco,22,23,45,,,
2020,01,JAN,2020-01-01,GMFF,Saïss,Morocco,12,15,27,,,
2020,01,JAN,2020-01-01,GMME,Rabat-Salé,Morocco,20,16,36,,,
2020,01,JAN,2020-01-01,GMMN,Mohammed V International,Morocco,126,122,248,,,
2020,01,JAN,2020-01-01,GMMX,Menara,Morocco,85,85,170,,,
2020,01,JAN,2020-01-01,GMTT,Ibn Batouta,Morocco,19,18,37,,,
2020,01,JAN,2020-01-01,EHAM,Amsterdam - Schiphol,Netherlands,604,593,1197,604,593,1197
2020,01,JAN,2020-01-01,EHBK,Maastricht-Aachen,Netherlands,10,10,20,,,
2020,01,JAN,2020-01-01,EHGG,Groningen,Netherlands,1,1,2,,,
2020,01,JAN,2020-01-01,EHRD,Rotterdam,Netherlands,19,20,39,,,
2020,01,JAN,2020-01-01,ENAL,Alesund,Norway,7,10,17,,,
2020,01,JAN,2020-01-01,ENAN,Andenes,Norway,2,3,5,,,
2020,01,JAN,2020-01-01,ENAT,Alta,Norway,7,9,16,,,
2020,01,JAN,2020-01-01,ENBL,Forde Bringeland,Norway,4,5,9,,,
2020,01,JAN,2020-01-01,ENBN,Bronnoysund Bronnoy,Norway,4,5,9,,,
2020,01,JAN,2020-01-01,ENBO,Bodø,Norway,38,33,71,,,
2020,01,JAN,2020-01-01,ENBR,Bergen,Norway,89,85,174,,,
2020,01,JAN,2020-01-01,ENBS,Batsfjord,Norway,3,3,6,,,
2020,01,JAN,2020-01-01,ENBV,Berlevåg,Norway,3,3,6,,,
2020,01,JAN,2020-01-01,ENCN,Kristiansand Kjevik,Norway,11,16,27,,,
2020,01,JAN,2020-01-01,ENDU,Bardufoss,Norway,2,3,5,,,
2020,01,JAN,2020-01-01,ENEV,Harstad - Narvik Evenes,Norway,5,9,14,,,
2020,01,JAN,2020-01-01,ENFL,Florø,Norway,9,11,20,,,
2020,01,JAN,2020-01-01,ENGM,Oslo - Gardermoen,Norway,254,230,484,254,230,484
2020,01,JAN,2020-01-01,ENHD,Haugesund,Norway,5,6,11,,,
2020,01,JAN,2020-01-01,ENHF,Hammerfest,Norway,12,12,24,,,
2020,01,JAN,2020-01-01,ENHV,Honningsvåg Valan,Norway,3,3,6,,,
2020,01,JAN,2020-01-01,ENKB,Kristiansund Kvernberget,Norway,3,4,7,,,
2020,01,JAN,2020-01-01,ENKR,Kirkenes Høybuktmoen,Norway,10,11,21,,,
2020,01,JAN,2020-01-01,ENLK,Leknes,Norway,7,8,15,,,
2020,01,JAN,2020-01-01,ENMH,Mehamn,Norway,4,4,8,,,
2020,01,JAN,2020-01-01,ENML,Molde Årø,Norway,4,7,11,,,
2020,01,JAN,2020-01-01,ENNA,Lakselv Banak,Norway,2,3,5,,,
2020,01,JAN,2020-01-01,ENNM,Namsos Høknesøra,Norway,1,1,2,,,
2020,01,JAN,2020-01-01,ENOV,Orsta¿Volda Hovden,Norway,3,5,8,,,
2020,01,JAN,2020-01-01,ENRA,Mo i Rana Røssvoll,Norway,4,5,9,,,
2020,01,JAN,2020-01-01,ENRM,Rorvik Ryum,Norway,2,3,5,,,
2020,01,JAN,2020-01-01,ENRO,Roros,Norway,2,2,4,,,
2020,01,JAN,2020-01-01,ENRS,Rost,Norway,0,1,1,,,
2020,01,JAN,2020-01-01,ENSB,Svalbard Longyear,Norway,1,1,2,,,
2020,01,JAN,2020-01-01,ENSD,Sandane  Anda,Norway,1,2,3,,,
2020,01,JAN,2020-01-01,ENSG,Sogndal Haukåsen,Norway,5,5,10,,,
2020,01,JAN,2020-01-01,ENSH,Svolvær Helle,Norway,3,3,6,,,
2020,01,JAN,2020-01-01,ENSK,Stokmarknes Skagen,Norway,4,4,8,,,
2020,01,JAN,2020-01-01,ENSR,Sorkjosen,Norway,1,1,2,,,
2020,01,JAN,2020-01-01,ENSS,Vardø Svartnes,Norway,3,3,6,,,
2020,01,JAN,2020-01-01,ENST,Sandnessjøen Stokka,Norway,4,4,8,,,
2020,01,JAN,2020-01-01,ENTC,Tromsø,Norway,53,51,104,,,
2020,01,JAN,2020-01-01,ENVA,Trondheim,Norway,42,48,90,,,
2020,01,JAN,2020-01-01,ENVD,Vadsø,Norway,5,6,11,,,
2020,01,JAN,2020-01-01,ENZV,Stavanger,Norway,47,53,100,,,
2020,01,JAN,2020-01-01,EPBY,Bydgoszcz,Poland,5,6,11,,,
2020,01,JAN,2020-01-01,EPGD,Gdansk,Poland,52,52,104,,,
2020,01,JAN,2020-01-01,EPKK,Krakow - Balice,Poland,75,76,151,,,
2020,01,JAN,2020-01-01,EPKT,Katowice - Pyrzowice,Poland,26,29,55,,,
2020,01,JAN,2020-01-01,EPLB,Lublin,Poland,6,6,12,,,
2020,01,JAN,2020-01-01,EPLL,Lodz - Lublinek,Poland,1,1,2,,,
2020,01,JAN,2020-01-01,EPMO,Warszawa - Modlin,Poland,24,22,46,,,
2020,01,JAN,2020-01-01,EPPO,Poznan - Lawica,Poland,13,14,27,,,
2020,01,JAN,2020-01-01,EPRZ,Rzeszow - Jasionka,Poland,5,6,11,,,
2020,01,JAN,2020-01-01,EPSC,Szczecin - Goleniów,Poland,5,5,10,,,
2020,01,JAN,2020-01-01,EPSY,Olsztyn-Mazury,Poland,4,4,8,,,
2020,01,JAN,2020-01-01,EPWA,Warszawa - Chopina,Poland,223,203,426,223,203,426
2020,01,JAN,2020-01-01,EPWR,Wroclaw - Strachowice,Poland,29,28,57,,,
2020,01,JAN,2020-01-01,LPAZ,Santa Maria,Portugal,2,3,5,,,
2020,01,JAN,2020-01-01,LPCS,Cascais,Portugal,3,3,6,,,
2020,01,JAN,2020-01-01,LPFL,Flores,Portugal,2,2,4,,,
2020,01,JAN,2020-01-01,LPFR,Faro,Portugal,32,33,65,34,33,67
2020,01,JAN,2020-01-01,LPHR,Horta,Portugal,5,5,10,,,
2020,01,JAN,2020-01-01,LPMA,Madeira,Portugal,29,29,58,,,
2020,01,JAN,2020-01-01,LPMT,Montijo,Portugal,0,1,1,,,
2020,01,JAN,2020-01-01,LPPD,Ponta Delgada,Portugal,20,18,38,,,
2020,01,JAN,2020-01-01,LPPR,Porto,Portugal,104,105,209,104,105,209
2020,01,JAN,2020-01-01,LPPS,Porto Santo,Portugal,3,3,6,,,
2020,01,JAN,2020-01-01,LPPT,Lisbon,Portugal,278,272,550,277,273,550
2020,01,JAN,2020-01-01,LWSK,Skopje,Republic of North Macedonia,20,20,40,,,
2020,01,JAN,2020-01-01,LRBS,Bucharest - Băneasa,Romania,1,1,2,,,
2020,01,JAN,2020-01-01,LROP,Bucharest - Otopeni,Romania,90,94,184,90,94,184
2020,01,JAN,2020-01-01,LYBE,Belgrade - Nikola Tesla,Serbia,70,63,133,,,
2020,01,JAN,2020-01-01,LZIB,Bratislava,Slovakia,15,14,29,15,14,29
2020,01,JAN,2020-01-01,LJLJ,Ljubljana,Slovenia,15,14,29,15,14,29
2020,01,JAN,2020-01-01,GCFV,Fuerteventura,Spain,48,48,96,48,47,95
2020,01,JAN,2020-01-01,GCGM,La Gomera,Spain,2,2,4,,,
2020,01,JAN,2020-01-01,GCHI,Hierro,Spain,6,6,12,,,
2020,01,JAN,2020-01-01,GCLA,La Palma,Spain,28,29,57,,,
2020,01,JAN,2020-01-01,GCLP,Gran Canaria,Spain,161,162,323,161,159,320
2020,01,JAN,2020-01-01,GCRR,Lanzarote,Spain,55,56,111,55,56,111
2020,01,JAN,2020-01-01,GCTS,Tenerife Sur - Reina Sofia,Spain,89,88,177,88,86,174
2020,01,JAN,2020-01-01,GCXO,Tenerife North,Spain,86,86,172,86,84,170
2020,01,JAN,2020-01-01,GEML,Melilla,Spain,8,8,16,,,
2020,01,JAN,2020-01-01,LEAL,Alicante,Spain,81,82,163,79,82,161
2020,01,JAN,2020-01-01,LEAM,Almeria,Spain,4,4,8,,,
2020,01,JAN,2020-01-01,LEAS,Asturias,Spain,9,10,19,,,
2020,01,JAN,2020-01-01,LEBA,Cordoba,Spain,1,0,1,,,
2020,01,JAN,2020-01-01,LEBB,Bilbao,Spain,45,47,92,45,47,92
2020,01,JAN,2020-01-01,LEBL,Barcelona,Spain,384,382,766,383,380,763
2020,01,JAN,2020-01-01,LEBZ,Badajoz,Spain,2,2,4,,,
2020,01,JAN,2020-01-01,LECO,La Coruna,Spain,11,11,22,,,
2020,01,JAN,2020-01-01,LECU,Madrid - Cuatro Viento,Spain,1,0,1,,,
2020,01,JAN,2020-01-01,LEGE,Gerona,Spain,5,5,10,,,
2020,01,JAN,2020-01-01,LEGR,Granada,Spain,12,12,24,,,
2020,01,JAN,2020-01-01,LEIB,Ibiza,Spain,25,26,51,25,26,51
2020,01,JAN,2020-01-01,LEJR,Jerez De La Frontera,Spain,8,7,15,,,
2020,01,JAN,2020-01-01,LELN,Leon,Spain,2,2,4,,,
2020,01,JAN,2020-01-01,LEMD,Madrid - Barajas,Spain,478,473,951,478,470,948
2020,01,JAN,2020-01-01,LEMG,Málaga,Spain,140,135,275,138,135,273
2020,01,JAN,2020-01-01,LEMH,Mahon,Spain,14,14,28,,,
2020,01,JAN,2020-01-01,LEMI,Región de Murcia International Airport,Spain,3,3,6,,,
2020,01,JAN,2020-01-01,LEPA,Palma de Mallorca,Spain,114,118,232,113,118,231
2020,01,JAN,2020-01-01,LEPP,Noain Pamplona,Spain,2,2,4,,,
2020,01,JAN,2020-01-01,LERT,Rota,Spain,2,5,7,,,
2020,01,JAN,2020-01-01,LESJ,Palma - Son San Juan,Spain,0,1,1,,,
2020,01,JAN,2020-01-01,LESO,San Sebastian,Spain,4,5,9,,,
2020,01,JAN,2020-01-01,LEST,Santiago,Spain,29,26,55,,,
2020,01,JAN,2020-01-01,LEVC,Valencia,Spain,71,69,140,70,68,138
2020,01,JAN,2020-01-01,LEVD,Valladolid,Spain,3,3,6,,,
2020,01,JAN,2020-01-01,LEVT,Vitoria,Spain,1,2,3,,,
2020,01,JAN,2020-01-01,LEVX,Vigo,Spain,5,6,11,,,
2020,01,JAN,2020-01-01,LEXJ,Santander,Spain,10,9,19,,,
2020,01,JAN,2020-01-01,LEZG,Zaragoza,Spain,12,10,22,,,
2020,01,JAN,2020-01-01,LEZL,Sevilla,Spain,72,73,145,71,73,144
2020,01,JAN,2020-01-01,ESGG,Göteborg,Sweden,59,64,123,58,64,122
2020,01,JAN,2020-01-01,ESSA,Stockholm - Arlanda,Sweden,201,191,392,200,190,390
2020,01,JAN,2020-01-01,ESSB,Stockholm - Bromma,Sweden,39,39,78,,,
2020,01,JAN,2020-01-01,LSGG,Geneva,Switzerland,198,194,392,198,194,392
2020,01,JAN,2020-01-01,LSGS,Sion,Switzerland,13,12,25,,,
2020,01,JAN,2020-01-01,LSZH,Zürich,Switzerland,283,281,564,283,279,562
2020,01,JAN,2020-01-01,LTAC,Ankara - Esenboğa,Türkiye,94,99,193,,,
2020,01,JAN,2020-01-01,LTAI,Antalya,Türkiye,89,83,172,,,
2020,01,JAN,2020-01-01,LTBA,Istanbul Atatürk,Türkiye,21,24,45,,,
2020,01,JAN,2020-01-01,LTBJ,Izmir - Adnan Menderes,Türkiye,80,79,159,,,
2020,01,JAN,2020-01-01,LTFJ,Istanbul Sabiha Gökçen,Türkiye,284,267,551,,,
2020,01,JAN,2020-01-01,LTFM,iGA Istanbul Airport,Türkiye,540,534,1074,,,
2020,01,JAN,2020-01-01,UKBB,Kiev - Boryspil,Ukraine,110,101,211,,,
2020,01,JAN,2020-01-01,EGAA,Belfast - Aldergrove,United Kingdom,52,51,103,,,
2020,01,JAN,2020-01-01,EGAC,Belfast - City Airport,United Kingdom,32,32,64,,,
2020,01,JAN,2020-01-01,EGAE,Londonderry - Eglinton,United Kingdom,2,2,4,,,
2020,01,JAN,2020-01-01,EGBB,Birmingham,United Kingdom,84,87,171,83,87,170
2020,01,JAN,2020-01-01,EGCC,Manchester,United Kingdom,173,171,344,173,171,344
2020,01,JAN,2020-01-01,EGGD,Bristol,United Kingdom,70,70,140,70,70,140
2020,01,JAN,2020-01-01,EGGW,London - Luton,United Kingdom,164,169,333,164,169,333
2020,01,JAN,2020-01-01,EGHI,Southampton,United Kingdom,22,22,44,,,
2020,01,JAN,2020-01-01,EGKB,Biggin Hill,United Kingdom,5,5,10,,,
2020,01,JAN,2020-01-01,EGKK,London - Gatwick,United Kingdom,325,322,647,325,322,647
2020,01,JAN,2020-01-01,EGLC,London - City,United Kingdom,54,53,107,54,53,107
2020,01,JAN,2020-01-01,EGLF,Farnborough,United Kingdom,14,15,29,,,
2020,01,JAN,2020-01-01,EGLL,London - Heathrow,United Kingdom,592,582,1174,591,581,1172
2020,01,JAN,2020-01-01,EGNT,Newcastle,United Kingdom,32,31,63,32,31,63
2020,01,JAN,2020-01-01,EGNX,East Midlands,United Kingdom,18,21,39,,,
2020,01,JAN,2020-01-01,EGPD,Aberdeen,United Kingdom,27,27,54,27,27,54
2020,01,JAN,2020-01-01,EGPF,Glasgow,United Kingdom,59,57,116,61,58,119
2020,01,JAN,2020-01-01,EGPH,Edinburgh,United Kingdom,115,111,226,115,111,226
2020,01,JAN,2020-01-01,EGSS,London - Stansted,United Kingdom,196,203,399,196,203,399
2020,01,JAN,2020-01-02,LATI,Tirana,Albania,41,42,83,,,
2020,01,JAN,2020-01-02,UDYZ,Yerevan,Armenia,37,35,72,,,
2020,01,JAN,2020-01-02,LOWG,Graz,Austria,16,17,33,,,
2020,01,JAN,2020-01-02,LOWI,Innsbruck,Austria,41,45,86,,,
2020,01,JAN,2020-01-02,LOWK,Klagenfurt,Austria,5,7,12,,,
2020,01,JAN,2020-01-02,LOWL,Linz,Austria,7,7,14,,,
2020,01,JAN,2020-01-02,LOWS,Salzburg,Austria,36,34,70,,,
2020,01,JAN,2020-01-02,LOWW,Vienna,Austria,384,370,754,385,371,756
2020,01,JAN,2020-01-02,EBAW,Antwerp,Belgium,15,14,29,,,
2020,01,JAN,2020-01-02,EBBR,Brussels,Belgium,248,258,506,254,264,518
2020,01,JAN,2020-01-02,EBCI,Charleroi,Belgium,78,80,158,78,80,158
2020,01,JAN,2020-01-02,EBLG,Liège,Belgium,50,49,99,,,
2020,01,JAN,2020-01-02,EBOS,Ostend-Bruges,Belgium,7,10,17,,,
2020,01,JAN,2020-01-02,LQSA,Sarajevo,Bosnia and Herzegovina,12,12,24,,,
2020,01,JAN,2020-01-02,LBSF,Sofia,Bulgaria,89,93,182,89,93,182
2020,01,JAN,2020-01-02,LDZA,Zagreb,Croatia,54,54,108,54,54,108
2020,01,JAN,2020-01-02,LDZL,Lučko,Croatia,1,1,2,,,
2020,01,JAN,2020-01-02,LCLK,Larnaca,Cyprus,65,64,129,,,
2020,01,JAN,2020-01-02,LCPH,Paphos,Cyprus,14,13,27,,,
2020,01,JAN,2020-01-02,LKKV,Karlovy Vary,Czech Republic,4,6,10,,,
2020,01,JAN,2020-01-02,LKMT,Ostrava,Czech Republic,8,8,16,,,
2020,01,JAN,2020-01-02,LKPR,Prague,Czech Republic,197,201,398,197,197,394
2020,01,JAN,2020-01-02,LKTB,Brno-Tuřany,Czech Republic,7,7,14,,,
2020,01,JAN,2020-01-02,EKCH,Copenhagen - Kastrup,Denmark,320,318,638,320,318,638
2020,01,JAN,2020-01-02,EETN,Tallinn,Estonia,58,59,117,58,59,117
2020,01,JAN,2020-01-02,EETU,Tartu,Estonia,3,3,6,,,
2020,01,JAN,2020-01-02,EFHK,Helsinki - Vantaa,Finland,248,245,493,256,252,508
2020,01,JAN,2020-01-02,LFAQ,Albert-Bray,France,1,1,2,,,
2020,01,JAN,2020-01-02,LFBA,Agen-La Garenne,France,3,2,5,,,
2020,01,JAN,2020-01-02,LFBD,Bordeaux-Mérignac,France,85,85,170,,,
